gender,gender_binary,age,weight(kg),height(m),BMI,BMR,calories_to_maintain_weight,activity_level,ideal_weight
F,0,40,87.000202,1.631985505,32.6653764,1579.639,2369.4585,1.5,58.59428715
M,1,40,87.02620174,1.632019787,32.67376561,1802.269,2162.7228,1.2,58.59674887
F,0,40,86.79904258,1.6325897,32.56573095,1577.811,2051.1543,1.3,58.63768083
F,0,40,86.79790203,1.632122297,32.58395763,1577.721,2366.5815,1.5,58.60411023
F,0,40,85.60346169,1.63210961,32.13606397,1566.252,2036.1276,1.3,58.60319914
F,0,40,86.79033197,1.632234743,32.57662689,1577.667,2366.5005,1.5,58.61218564
F,0,40,85.60679241,1.631566766,32.15870295,1566.192,2036.0496,1.3,58.56422246
F,0,40,86.43284497,1.631623976,32.46673763,1574.131,2046.3703,1.3,58.56832958
F,0,40,86.23572134,1.632959542,32.33972711,1572.466,2044.2058,1.3,58.66425105
F,0,40,87.04709892,1.632838446,32.64884834,1580.235,2054.3055,1.3,58.6555506
F,0,40,86.61089412,1.630770964,32.56766195,1575.696,2048.4048,1.3,58.50710661
F,0,40,86.7485482,1.632260367,32.55992112,1577.27,2365.905,1.5,58.61402592
M,1,40,86.01427854,1.632452321,32.27673075,1788.622,2146.3464,1.2,58.62781277
F,0,40,86.45764724,1.632605796,32.43700478,1574.536,2361.804,1.5,58.63883707
F,0,40,85.69174925,1.632613641,32.14934776,1567.185,2037.3405,1.3,58.63940062
F,0,40,86.82104153,1.631818134,32.60479555,1577.891,2366.8365,1.5,58.58226929
M,1,40,86.79215425,1.631348381,32.61272104,1798.727,2158.4724,1.2,58.54854588
F,0,40,85.7539505,1.631185638,32.22903915,1567.539,2037.8007,1.3,58.53686488
F,0,40,85.73697134,1.631560081,32.20786935,1567.44,2037.672,1.3,58.56374255
M,1,40,86.85641144,1.630985559,32.65138822,1799.426,2159.3112,1.2,58.52250566
M,1,40,87.17359917,1.631453839,32.75181687,1804.005,2164.806,1.2,58.55611583
F,0,40,85.89413049,1.63296013,32.21160208,1569.187,2353.7805,1.5,58.6642933
F,0,40,86.01748562,1.631951526,32.29774743,1570.2,2041.26,1.3,58.59184723
M,1,40,86.41626648,1.631054145,32.48319527,1793.43,2152.116,1.2,58.52742773
M,1,40,87.13442236,1.633145034,32.66933145,1804.314,2165.1768,1.2,58.67757945
M,1,40,86.90794024,1.631712037,32.64167394,1800.495,2160.594,1.2,58.57465178
M,1,41,87.00725236,1.631321392,32.69462736,1794.86,2153.832,1.2,58.54660865
M,1,41,86.13113528,1.632909341,32.3024918,1783.651,2140.3812,1.2,58.66064415
F,0,41,86.43109566,1.632595328,32.42745907,1569.58,2354.37,1.5,58.63808511
F,0,41,85.78720378,1.633107591,32.16569333,1563.485,2032.5305,1.3,58.67488888
F,0,41,86.76912195,1.633119069,32.53340374,1572.914,2359.371,1.5,58.67571366
F,0,41,87.18570059,1.631110473,32.77015605,1576.572,2049.5436,1.3,58.53147025
M,1,41,86.18930635,1.632036925,32.35887575,1784.012,2140.8144,1.2,58.59797954
M,1,41,86.76716365,1.631764196,32.58671643,1791.792,2150.1504,1.2,58.57839661
F,0,41,86.4171355,1.632614258,32.42146959,1569.449,2354.1735,1.5,58.63944494
M,1,41,86.23369613,1.63251378,32.35663049,1784.859,2141.8308,1.2,58.63222732
F,0,41,86.73555095,1.631811578,32.57295213,1572.369,2044.0797,1.3,58.58179857
M,1,41,85.77589877,1.633171863,32.15892325,1778.916,2134.6992,1.2,58.67950735
F,0,41,87.07404743,1.631750972,32.70250134,1575.609,2363.4135,1.5,58.57744716
F,0,41,85.76971567,1.632928534,32.16618937,1563.287,2032.2731,1.3,58.66202314
F,0,41,86.35815185,1.63191485,32.42711791,1568.764,2353.146,1.5,58.58921371
M,1,41,87.18908902,1.631195646,32.7680074,1797.288,2156.7456,1.2,58.53758318
F,0,41,86.80578202,1.631647977,32.60586455,1573.016,2044.9208,1.3,58.57005266
F,0,41,87.05372039,1.633109158,32.64050787,1575.644,2048.3372,1.3,58.67500148
F,0,41,85.96327945,1.631848244,32.28148007,1564.962,2034.4506,1.3,58.58443121
F,0,41,86.62959618,1.631755474,32.53539871,1571.343,2357.0145,1.5,58.57777039
F,0,41,86.3950493,1.632495914,32.41788304,1569.217,2039.9821,1.3,58.630944
F,0,41,86.4613009,1.632659757,32.43623137,1569.881,2354.8215,1.5,58.64271341
M,1,41,85.74820319,1.633218519,32.14670291,1778.56,2134.272,1.2,58.68286008
F,0,41,86.84854731,1.63210934,32.60348755,1573.505,2045.5565,1.3,58.60317975
F,0,41,86.74173465,1.630843302,32.6139675,1572.264,2043.9432,1.3,58.51229726
F,0,41,85.77178586,1.633036344,32.16271867,1563.325,2032.3225,1.3,58.66976942
F,0,41,86.34524358,1.631562118,32.43629136,1568.58,2352.87,1.5,58.56388879
F,0,41,86.32947767,1.631789383,32.42133598,1568.467,2039.0071,1.3,58.58020499
M,1,41,86.64661902,1.63138113,32.55672806,1789.949,2147.9388,1.2,58.55089661
F,0,41,86.11893477,1.631266868,32.36298847,1566.357,2036.2641,1.3,58.54269508
F,0,41,87.17474445,1.631336834,32.75694552,1576.505,2049.4565,1.3,58.54771705
M,1,41,87.07763315,1.632008191,32.69354,1796.168,2155.4016,1.2,58.59591618
F,0,41,86.88538423,1.63302164,32.58088269,1574.013,2361.0195,1.5,58.66871289
F,0,41,86.69557402,1.633022662,32.50966565,1572.191,2358.2865,1.5,58.66878632
M,1,41,85.6713158,1.631601216,32.18158253,1776.698,2132.0376,1.2,58.56669562
M,1,41,86.6913843,1.631060033,32.58637461,1790.402,2148.4824,1.2,58.52785029
F,0,41,87.11044101,1.630905102,32.75011502,1575.814,2363.721,1.5,58.51673194
M,1,41,86.09519922,1.631375917,32.3497435,1782.392,2138.8704,1.2,58.55052242
M,1,41,85.71079909,1.63177575,32.18952695,1777.326,2132.7912,1.2,58.57922616
F,0,41,86.27470201,1.631674962,32.40530915,1567.922,2038.2986,1.3,58.57199
F,0,41,86.4510658,1.632141437,32.45299403,1569.694,2354.541,1.5,58.60548475
F,0,41,87.18458243,1.630935194,32.77677974,1576.531,2049.4903,1.3,58.51889135
M,1,41,86.3666345,1.633221995,32.37841287,1787.034,2144.4408,1.2,58.68310987
F,0,41,86.27841651,1.630764372,32.4429051,1567.803,2038.1439,1.3,58.50663361
F,0,41,86.25750093,1.632900357,32.35023975,1567.965,2351.9475,1.5,58.65999867
M,1,41,87.18230598,1.632863394,32.69856142,1798.029,2157.6348,1.2,58.657343
F,0,41,86.8953548,1.631575691,32.64240199,1573.863,2046.0219,1.3,58.56486318
F,0,41,85.88469359,1.630883708,32.29012913,1564.043,2033.2559,1.3,58.51519672
M,1,41,87.10847703,1.631811307,32.71301289,1796.492,2155.7904,1.2,58.58177912
F,0,41,86.91170995,1.631223003,32.66266528,1573.96,2046.148,1.3,58.53954668
F,0,41,86.28369186,1.632830626,32.36282643,1568.205,2038.6665,1.3,58.65498877
M,1,41,87.07732009,1.631846127,32.69991656,1796.082,2155.2984,1.2,58.58427921
M,1,41,87.02479874,1.63230041,32.66200553,1795.59,2154.708,1.2,58.61690183
F,0,41,86.39566931,1.632822699,32.40514099,1569.278,2353.917,1.5,58.65441926
F,0,41,86.98218259,1.63268839,32.63049723,1574.886,2047.3518,1.3,58.64477033
M,1,41,86.70294636,1.6307311,32.60386967,1790.396,2148.4752,1.2,58.50424625
F,0,41,86.32370463,1.632075881,32.40778706,1568.46,2352.69,1.5,58.60077699
F,0,41,86.68139531,1.632536363,32.52371648,1571.973,2043.5649,1.3,58.63384948
F,0,41,86.85221516,1.632716892,32.58060372,1573.643,2360.4645,1.5,58.64681789
M,1,41,86.57600689,1.630714524,32.55679707,1788.649,2146.3788,1.2,58.50305689
M,1,41,87.1929015,1.6327165,32.70842006,1798.101,2157.7212,1.2,58.64678973
M,1,41,85.75368053,1.631331228,32.22318534,1777.691,2133.2292,1.2,58.54731466
M,1,41,86.77392154,1.630734835,32.63040976,1791.37,2149.644,1.2,58.50451425
F,0,41,85.98089479,1.631970025,32.28327644,1565.151,2034.6963,1.3,58.59317557
F,0,41,87.07492069,1.633183228,32.64549551,1575.86,2363.79,1.5,58.68032404
M,1,41,86.0365037,1.632364223,32.28855562,1782.082,2138.4984,1.2,58.62148504
M,1,41,85.73646736,1.632619588,32.16589054,1778.099,2133.7188,1.2,58.63982782
F,0,41,86.34752326,1.631434569,32.44221992,1568.58,2352.87,1.5,58.55473256
M,1,41,86.68551042,1.631149305,32.58060016,1790.366,2148.4392,1.2,58.53425721
M,1,41,86.03147352,1.63298619,32.26207806,1782.324,2138.7888,1.2,58.66616573
F,0,41,86.67327189,1.632219551,32.53329416,1571.841,2043.3933,1.3,58.61109458
M,1,41,87.00885038,1.631839252,32.67447964,1795.141,2154.1692,1.2,58.58378558
M,1,41,86.37420419,1.63292537,32.39301605,1786.989,2144.3868,1.2,58.66179581
F,0,41,86.20144268,1.631305388,32.39246462,1567.156,2037.3028,1.3,58.54545992
F,0,41,86.95820878,1.633132194,32.60377631,1574.731,2362.0965,1.5,58.67665679
F,0,41,86.04887367,1.632927777,32.27091181,1565.967,2035.7571,1.3,58.66196875
F,0,41,86.34862656,1.631938839,32.42258796,1568.676,2353.014,1.5,58.59093623
M,1,41,85.74760938,1.63280641,32.16270947,1778.345,2134.014,1.2,58.653249
F,0,41,86.58174812,1.632351162,32.49369985,1570.984,2042.2792,1.3,58.62054695
F,0,41,86.99870397,1.632459726,32.64583877,1575.006,2047.5078,1.3,58.62834465
M,1,41,86.03872804,1.631608421,32.31931185,1781.735,2138.082,1.2,58.56721287
F,0,41,86.46953738,1.631357855,32.49111823,1569.738,2354.607,1.5,58.54922592
M,1,41,86.76984286,1.632664129,32.55180752,1792.279,2150.7348,1.2,58.64302748
F,0,41,86.79751494,1.63221951,32.57993112,1573.033,2044.9429,1.3,58.61109163
M,1,41,86.50283795,1.632221067,32.46926053,1788.399,2146.0788,1.2,58.61120345
M,1,41,86.6028347,1.632257895,32.50532795,1789.788,2147.7456,1.2,58.61384839
F,0,41,85.69271581,1.632296792,32.16219293,1562.441,2031.1733,1.3,58.61664198
M,1,41,86.63204335,1.633129578,32.48158916,1790.624,2148.7488,1.2,58.67646881
F,0,41,85.80028463,1.632775765,32.18367525,1563.555,2032.6215,1.3,58.65104737
F,0,41,86.11154341,1.632104447,32.32700551,1566.429,2036.3577,1.3,58.60282837
M,1,41,87.07025726,1.632918862,32.65431788,1796.522,2155.8264,1.2,58.66132822
F,0,41,86.92130816,1.632891686,32.59954198,1574.336,2361.504,1.5,58.65937568
F,0,41,86.94163563,1.63115474,32.67664662,1574.236,2361.354,1.5,58.53464729
M,1,41,85.74244228,1.632133179,32.18730852,1777.938,2133.5256,1.2,58.60489171
F,0,41,85.62069648,1.63319242,32.09992701,1561.901,2030.4713,1.3,58.68098458
M,1,41,86.54505337,1.632075378,32.49090618,1788.905,2146.686,1.2,58.60074087
F,0,41,85.91569993,1.632753685,32.22783914,1564.659,2034.0567,1.3,58.64946111
F,0,41,86.73805042,1.633010014,32.52609757,1572.597,2044.3761,1.3,58.66787753
M,1,41,85.74509328,1.631082047,32.22980381,1777.449,2132.9388,1.2,58.52943017
F,0,41,86.66939544,1.632217544,32.53191913,1571.803,2043.3439,1.3,58.61095044
M,1,41,86.6466109,1.63190034,32.53601163,1790.209,2148.2508,1.2,58.58817183
M,1,41,86.6535007,1.631528868,32.55341746,1790.117,2148.1404,1.2,58.56150184
M,1,41,86.12581333,1.632438944,32.31911371,1783.343,2140.0116,1.2,58.62685193
M,1,41,87.03436575,1.632714136,32.64904353,1795.928,2155.1136,1.2,58.6466199
M,1,41,87.02807145,1.632021065,32.6744164,1795.495,2154.594,1.2,58.59684065
F,0,42,93.83226541,1.632206498,35.22102548,1635.865,1963.038,1.2,58.61015715
M,1,42,90.51372982,1.633214696,33.93344112,1837.045,2204.454,1.2,58.68258535
M,1,42,90.80782599,1.632599354,34.0693649,1840.767,2392.9971,1.3,58.63837431
M,1,42,90.11678198,1.632187664,33.82715648,1831.094,2197.3128,1.2,58.60880455
M,1,42,90.73001783,1.633003615,34.02332111,1839.903,2759.8545,1.5,58.66741775
F,0,42,92.79103231,1.632373136,34.82307582,1625.897,1951.0764,1.2,58.62212521
M,1,42,90.76616348,1.632220091,34.06956122,1840.006,2392.0078,1.3,58.61113336
F,0,42,93.54429714,1.630812774,35.17297529,1632.863,1959.4356,1.2,58.51010668
M,1,42,92.97037318,1.631869475,34.91192022,1870.029,2244.0348,1.2,58.58595564
M,1,42,89.1347397,1.631471827,33.48789456,1817.282,2362.4666,1.3,58.55740709
F,0,42,94.27108426,1.633000755,35.35132785,1640.213,2460.3195,1.5,58.66721225
M,1,42,91.58676663,1.630952135,34.43105226,1850.615,2405.7995,1.3,58.52010707
F,0,42,93.98165648,1.631422784,35.31100263,1637.166,1964.5992,1.2,58.5538866
M,1,42,94.30420144,1.630839584,35.4575361,1887.787,2831.6805,1.5,58.51203047
M,1,42,89.92953505,1.63296865,33.72458806,1828.919,2194.7028,1.2,58.66490546
M,1,42,93.11075479,1.630929838,35.00493624,1871.482,2807.223,1.5,58.518507
M,1,42,90.35406117,1.631417468,33.94825545,1833.959,2750.9385,1.5,58.55350501
F,0,42,89.06628026,1.632404507,33.4239478,1590.145,2067.1885,1.3,58.62437844
M,1,42,90.16732265,1.630698199,33.90798567,1831.041,2197.2492,1.2,58.50188556
F,0,42,92.13222527,1.631042769,34.63226233,1619.347,2752.8899,1.7,58.52661131
F,0,42,88.88430049,1.631370391,33.39795747,1588.222,2382.333,1.5,58.55012576
M,1,42,93.22785352,1.631088767,35.0421296,1873.166,2435.1158,1.3,58.52991245
F,0,42,89.9679918,1.632087942,33.77543214,1598.748,2398.122,1.5,58.60164311
F,0,42,90.18445114,1.63114644,33.89579006,1600.666,2400.999,1.5,58.53405159
F,0,42,93.24804503,1.632003162,35.01045408,1630.222,1956.2664,1.2,58.59555506
M,1,42,90.92686353,1.63304072,34.09558783,1842.618,2211.1416,1.2,58.67008385
M,1,42,90.76676676,1.631788378,34.08781734,1839.799,2207.7588,1.2,58.58013283
M,1,42,90.37889859,1.631584676,33.95062778,1834.383,2751.5745,1.5,58.56550821
F,0,42,91.1783627,1.631169584,34.26837887,1610.211,2415.3165,1.5,58.53571266
F,0,42,92.26313433,1.630914904,34.686909,1620.582,2754.9894,1.7,58.51743533
M,1,42,91.74301942,1.631652822,34.46017803,1853.106,2223.7272,1.2,58.57040049
M,1,42,93.87462325,1.632468984,35.22559438,1882.717,2824.0755,1.5,58.62900964
M,1,42,92.18340012,1.632937447,34.571134,1859.781,2231.7372,1.2,58.66266353
F,0,42,94.25377871,1.63258473,35.36285418,1639.976,2787.9592,1.7,58.63732381
F,0,42,92.11062123,1.631501957,34.60465414,1619.217,2752.6689,1.7,58.55956999
M,1,42,92.09047515,1.631580794,34.59374224,1857.83,2415.179,1.3,58.56522952
M,1,42,92.02043126,1.631045714,34.59011433,1856.603,2227.9236,1.2,58.52682267
M,1,42,93.17095914,1.631325717,35.01057158,1872.505,2808.7575,1.5,58.54691909
F,0,42,91.39121051,1.631504816,34.33426141,1612.311,2096.0043,1.3,58.55977522
M,1,42,89.54725171,1.632911172,33.58359166,1823.653,2370.7489,1.3,58.6607757
M,1,42,90.60399862,1.632525987,33.99594816,1837.938,2389.3194,1.3,58.63310416
M,1,42,91.05950443,1.63113958,34.22496637,1843.485,2212.182,1.2,58.53355925
F,0,42,89.59604756,1.631459131,33.66173165,1595.07,2073.591,1.3,58.55649571
F,0,42,94.0765303,1.631167372,35.357719,1638.033,2457.0495,1.5,58.5355539
F,0,42,90.90915153,1.632203839,34.12391208,1607.803,2090.1439,1.3,58.60996619
F,0,42,89.86062005,1.630999736,33.78015432,1597.532,2396.298,1.5,58.52352305
M,1,42,94.40475184,1.631299319,35.47533825,1889.395,2456.2135,1.3,58.5450243
M,1,42,91.79421256,1.633121693,34.41741158,1854.542,2781.813,1.5,58.67590221
F,0,42,88.99001417,1.632249184,33.40168341,1589.386,2384.079,1.5,58.61322277
M,1,42,94.20946377,1.632032669,35.37014465,1887.086,2453.2118,1.3,58.59767392
M,1,42,91.10412756,1.63206528,34.20290562,1844.559,2766.8385,1.5,58.60001572
M,1,42,93.1709048,1.631050027,35.02238753,1872.366,2808.549,1.5,58.52713219
F,0,42,89.69331801,1.632893676,33.6390929,1596.248,2075.1224,1.3,58.65951866
F,0,42,90.25582946,1.632581396,33.8630113,1601.595,2402.3925,1.5,58.63708432
M,1,42,93.66401579,1.631181679,35.20206204,1879.188,2442.9444,1.3,58.53658074
F,0,42,91.0549042,1.631714809,34.19911214,1609.119,2091.8547,1.3,58.57485079
F,0,42,94.02955363,1.632381384,35.28751761,1637.789,2784.2413,1.7,58.62271762
M,1,42,91.35472287,1.632191402,34.29168556,1848.055,2772.0825,1.5,58.609073
M,1,42,91.05767607,1.632805784,34.1544662,1844.293,2213.1516,1.2,58.65320402
F,0,42,91.5844533,1.632211218,34.37708441,1614.287,2421.4305,1.5,58.61049612
M,1,42,91.13503116,1.630897454,34.26352471,1844.399,2397.7187,1.3,58.51618312
M,1,42,92.20446549,1.633065064,34.57362989,1860.134,2232.1608,1.2,58.67183307
F,0,42,92.55884697,1.631887431,34.75662042,1623.586,2435.379,1.5,58.58724492
M,1,42,91.00156714,1.630866036,34.21466519,1842.554,2395.3202,1.3,58.5139286
F,0,42,90.11218666,1.632032372,33.83186899,1600.122,2400.183,1.5,58.59765259
F,0,42,91.95792401,1.631075026,34.56537571,1617.679,2750.0543,1.7,58.52892629
F,0,42,94.2527431,1.633178707,35.33674809,1640.067,1968.0804,1.2,58.67999916
M,1,42,89.57088586,1.63217713,33.62267736,1823.61,2188.332,1.2,58.60804804
M,1,42,91.59676531,1.632840745,34.35519982,1851.696,2222.0352,1.2,58.65571577
M,1,42,90.58824968,1.631006503,34.05340026,1836.962,2204.3544,1.2,58.52400868
M,1,42,89.42709109,1.631790126,33.58462492,1821.446,2367.8798,1.3,58.58025834
M,1,42,91.6525687,1.631010799,34.45331129,1851.546,2221.8552,1.2,58.52431698
M,1,42,89.05796924,1.633015418,33.39582815,1817.002,2362.1026,1.3,58.66826582
F,0,42,93.03705508,1.631479213,34.95367677,1628.107,2767.7819,1.7,58.55793729
M,1,42,92.43673599,1.632437057,34.68739709,1863.002,2794.503,1.5,58.62671639
F,0,42,91.82326578,1.631251678,34.50728511,1616.416,2101.3408,1.3,58.54160481
F,0,42,92.99142031,1.631258784,34.94597438,1627.632,2441.448,1.5,58.54211485
M,1,42,93.26423694,1.631003105,35.05948768,1873.622,2248.3464,1.2,58.52376483
F,0,42,89.54892724,1.632528622,33.59996144,1594.8,2073.24,1.3,58.63329344
F,0,42,91.69871037,1.631188763,34.46313539,1615.21,2099.773,1.3,58.53708917
M,1,42,92.59715101,1.631333627,34.79461599,1864.648,2237.5776,1.2,58.54748686
M,1,42,90.19565234,1.632621877,33.83875537,1832.391,2198.8692,1.2,58.63999225
M,1,42,91.05650959,1.631801513,34.19608088,1843.775,2212.53,1.2,58.58107591
M,1,42,92.05430395,1.630905469,34.60879835,1856.997,2414.0961,1.3,58.51675827
F,0,42,92.05315176,1.631804568,34.57023833,1618.717,2751.8189,1.7,58.58129526
F,0,42,93.68038377,1.632789204,35.13892093,1634.506,1961.4072,1.2,58.65201286
F,0,42,89.26255,1.631062829,33.55273356,1591.801,2387.7015,1.5,58.52805095
F,0,42,93.37630676,1.633012006,35.0153069,1631.625,2773.7625,1.7,58.66802066
M,1,42,92.22391177,1.632361062,34.61075602,1860.048,2418.0624,1.3,58.62125801
F,0,42,91.10070506,1.632635748,34.17772372,1609.715,2414.5725,1.5,58.64098868
M,1,42,89.55847689,1.63132415,33.65318463,1823.013,2187.6156,1.2,58.54680661
M,1,42,91.10622989,1.632626552,34.18018149,1844.869,2398.3297,1.3,58.64032808
M,1,42,91.12864053,1.632700652,34.18548604,1845.213,2214.2556,1.2,58.64565122
F,0,42,94.48615852,1.632709955,35.44460257,1642.228,1970.6736,1.2,58.64631954
M,1,42,94.01774675,1.632859185,35.26244091,1884.873,2827.3095,1.5,58.6570406
F,0,42,91.24584417,1.631818102,34.26648838,1610.969,2094.2597,1.3,58.582267
M,1,42,91.57584558,1.632997547,34.34075766,1851.488,2221.7856,1.2,58.66698175
M,1,42,93.17109436,1.63172896,34.99332043,1872.708,2434.5204,1.3,58.57586678
F,0,42,90.02478678,1.632088711,33.79672202,1599.293,2398.9395,1.5,58.60169833
M,1,42,94.5931955,1.633028084,35.47093117,1892.841,2460.6933,1.3,58.66917591
F,0,42,93.50452998,1.631456079,35.13030162,1632.591,2448.8865,1.5,58.55627663
F,0,42,94.06425732,1.630996463,35.36051588,1637.886,2784.4062,1.7,58.52328817
F,0,42,94.28962077,1.630917638,35.44866055,1640.036,2460.054,1.5,58.51763152
M,1,42,88.94098757,1.632584076,33.36958728,1815.184,2178.2208,1.2,58.63727683
M,1,42,92.30231347,1.632754186,34.62350058,1861.319,2791.9785,1.5,58.6494971
M,1,42,91.10618816,1.63167333,34.22011358,1844.391,2213.2692,1.2,58.57187283
M,1,42,91.47698782,1.631509546,34.36628737,1849.39,2219.268,1.2,58.56011477
F,0,42,90.22834336,1.631277177,33.90685145,1601.109,2081.4417,1.3,58.54343502
F,0,42,93.82739437,1.632546864,35.20451309,1635.876,1963.0512,1.2,58.63460379
M,1,42,90.97329016,1.631780396,34.16571229,1842.624,2395.4112,1.3,58.57955974
M,1,42,90.40533222,1.630707562,33.99710028,1834.307,2751.4605,1.5,58.50255736
F,0,42,89.585897,1.631425156,33.65931992,1594.967,2392.4505,1.5,58.55405687
F,0,42,91.46696172,1.632144935,34.33577148,1613.147,2419.7205,1.5,58.60573595
M,1,42,93.8687104,1.633162854,35.19345177,1882.983,2447.8779,1.3,58.67885997
M,1,42,90.45623646,1.633043949,33.91897882,1836.172,2754.258,1.5,58.67031587
M,1,42,90.44684873,1.632858055,33.92318135,1835.951,2753.9265,1.5,58.65695941
F,0,42,89.7033633,1.632247236,33.66951364,1596.234,2394.351,1.5,58.61308287
M,1,42,88.88559478,1.632031699,33.37138282,1814.148,2176.9776,1.2,58.59760426
F,0,42,90.48795828,1.631185057,34.0082528,1603.586,2405.379,1.5,58.53682318
F,0,42,92.72070062,1.632386855,34.79609651,1625.224,2762.8808,1.7,58.62311058
M,1,42,90.63257626,1.63194442,34.03091277,1838.039,2757.0585,1.5,58.59133698
F,0,42,94.2963339,1.632538065,35.38084297,1640.376,2788.6392,1.7,58.63397174
F,0,42,89.77571183,1.632641133,33.68041152,1596.996,2395.494,1.5,58.64137552
F,0,42,93.01157052,1.63293206,34.88194925,1628.11,2442.165,1.5,58.66227648
F,0,42,91.98364988,1.632102686,34.53151871,1618.1,2750.77,1.7,58.60270191
M,1,42,89.53610045,1.631526747,33.63642101,1822.808,2369.6504,1.3,58.56134958
F,0,42,89.7784802,1.631169348,33.74225829,1596.772,2075.8036,1.3,58.53569572
M,1,42,91.5035013,1.630852961,34.4039335,1849.424,2219.3088,1.2,58.51299037
F,0,42,94.00378071,1.630980476,35.33847438,1637.303,2783.4151,1.7,58.52214089
M,1,42,88.94310864,1.630990563,33.43562209,1814.416,2177.2992,1.2,58.52286477
F,0,42,90.57806315,1.632869559,33.97191622,1604.737,2086.1581,1.3,58.65778593
F,0,42,93.74820209,1.631473859,35.22108324,1634.933,2452.3995,1.5,58.55755296
F,0,42,90.14135645,1.632601782,33.81921763,1600.499,2400.7485,1.5,58.63854873
F,0,42,89.85761134,1.631380212,33.76326905,1597.568,2076.8384,1.3,58.55083071
F,0,42,92.49444448,1.631430907,34.75187784,1622.89,2434.335,1.5,58.55446969
M,1,42,92.74460521,1.632466169,34.80168545,1867.234,2800.851,1.5,58.62880744
M,1,42,93.29365191,1.631881799,35.03278765,1874.464,2249.3568,1.2,58.58684053
M,1,42,88.96079323,1.631208348,33.43334086,1814.767,2359.1971,1.3,58.53849484
F,0,42,93.82744614,1.632302591,35.21506995,1635.835,2453.7525,1.5,58.61705847
M,1,42,93.35949185,1.632639717,35.02496942,1875.745,2813.6175,1.5,58.6412738
F,0,42,94.30313429,1.633092227,35.35938511,1640.536,2132.6968,1.3,58.67378488
F,0,42,90.62476534,1.632035471,34.02418319,1605.044,2407.566,1.5,58.59787513
F,0,42,89.4521153,1.632766341,33.55386376,1593.911,2072.0843,1.3,58.65037033
F,0,42,92.58955194,1.631485248,34.78529416,1623.812,2435.718,1.5,58.55837052
F,0,42,94.56813948,1.632253335,35.49520718,1642.937,1971.5244,1.2,58.61352089
M,1,42,91.90505926,1.632419474,34.48862539,1855.709,2226.8508,1.2,58.62545346
F,0,42,92.64522644,1.633106188,34.73715116,1624.622,2112.0086,1.3,58.67478807
M,1,42,93.90603798,1.632563703,35.23329373,1883.195,2448.1535,1.3,58.63581338
F,0,42,92.92980261,1.6314102,34.91633634,1627.066,2115.1858,1.3,58.55298329
M,1,42,93.69850428,1.632417549,35.161723,1880.278,2820.417,1.5,58.62531519
F,0,42,94.59511933,1.63132229,35.5458733,1643.038,1971.6456,1.2,58.5466731
M,1,42,93.15938427,1.63167622,34.99118424,1872.522,2247.0264,1.2,58.57208031
F,0,42,93.46425877,1.631246172,35.12420918,1632.169,1958.6028,1.2,58.54120962
F,0,42,94.35996515,1.630981457,35.47233073,1640.723,2132.9399,1.3,58.52221129
M,1,42,89.18438194,1.632017181,33.4841558,1818.235,2363.7055,1.3,58.59656174
M,1,42,91.47690177,1.631997759,34.34569675,1849.632,2774.448,1.5,58.59516708
F,0,42,91.60081267,1.631637679,34.40740147,1614.346,2098.6498,1.3,58.56931334
M,1,42,90.4680754,1.633157112,33.91871714,1836.391,2387.3083,1.3,58.67844735
F,0,42,88.9159184,1.632416468,33.36703245,1588.704,2065.3152,1.3,58.62523755
F,0,42,91.36631686,1.631664012,34.31821167,1612.1,2095.73,1.3,58.57120386
M,1,42,93.09275915,1.63141924,34.97717604,1871.48,2432.924,1.3,58.55363221
F,0,42,90.69261863,1.631098445,34.08879066,1605.536,2408.304,1.5,58.53060702
F,0,42,94.48027601,1.632421743,35.45491199,1642.122,2134.7586,1.3,58.62561643
F,0,42,92.78869943,1.63199789,34.83821554,1625.811,2438.7165,1.5,58.59517649
M,1,42,94.58028631,1.632017892,35.51000986,1892.159,2459.8067,1.3,58.5966128
F,0,42,91.71362962,1.632154984,34.42794418,1615.517,2100.1721,1.3,58.60645762
F,0,42,90.12200725,1.632081193,33.83353183,1600.225,2080.2925,1.3,58.60115845
M,1,42,92.39484358,1.630729272,34.74433474,1861.574,2420.0462,1.3,58.50411509
F,0,42,92.9424133,1.632353311,34.88073408,1627.347,2766.4899,1.7,58.6207013
F,0,43,90.56200955,1.630967405,34.04516846,1599.56,2079.428,1.3,58.52120288
M,1,43,91.10587587,1.631881518,34.21126556,1837.691,2756.5365,1.5,58.58682035
F,0,43,90.24023423,1.631994273,33.88152526,1596.645,2075.6385,1.3,58.59491676
F,0,43,91.80876874,1.63188558,34.47503801,1611.685,2417.5275,1.5,58.58711202
M,1,43,90.85321694,1.631664772,34.12545377,1834.121,2751.1815,1.5,58.57125842
F,0,43,93.31050047,1.632706536,35.00372445,1626.241,2439.3615,1.5,58.64607392
F,0,43,89.98929142,1.631140741,33.82267573,1594.091,2391.1365,1.5,58.53364257
F,0,43,93.97578799,1.632019472,35.28298366,1632.511,2122.2643,1.3,58.59672625
M,1,43,88.88413503,1.632982411,33.33198954,1807.804,2169.3648,1.2,58.6658942
M,1,43,88.89685178,1.631589372,33.39370803,1807.282,2168.7384,1.2,58.56584533
M,1,43,92.24839113,1.631588665,34.65272894,1853.197,2409.1561,1.3,58.56579458
